,advisories,appId,app_id,app_view_url,apple_watch_enabled,apple_watch_icon,bundle_id,buys_ads,canonical_country,categories,content_rating,delta,downloads_revenue_date,eula_url,feature_graphic,global_rating_count,humanized_name,humanized_worldwide_last_month_downloads,humanized_worldwide_last_month_revenue,icon,iconUrl,icon_url,id,imessage_enabled,imessage_icon,in_app_purchases,name,os,price,privacy_policy_url,publisher_address,publisher_country,publisher_email,publisher_id,publisher_name,publisher_profile_url,rank,rating,rating_count,rating_count_for_current_version,rating_for_current_version,release_date,short_description,shows_ads,support_url,updated_date,url,valid_countries,version,website_url
33,"['Infrequent/Mild Cartoon or Fantasy Violence', 'Infrequent/Mild Realistic Violence']",1494294554.0,1494294554.0,/ios/us/madbox/app/parkour-race-freerun-game/1494294554/,,,com.severine.freerace,,US,"[6014, 7001, 7003]",12+,3.0,2020-02-17T00:00:00Z,,,1055.0,Parkour Race,"{'downloads': 1000, 'downloads_rounded': 5, 'prefix': '< ', 'string': '< 5k', 'units': 'k'}","{'prefix': '< $', 'revenue': 1000, 'revenue_rounded': 5, 'string': '< $5k', 'units': 'k'}",https://is5-ssl.mzstatic.com/image/thumb/Purple114/v4/15/61/0b/15610b0b-0f4e-7c0c-f27f-d5a410c16c11/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple114/v4/15/61/0b/15610b0b-0f4e-7c0c-f27f-d5a410c16c11/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple114/v4/15/61/0b/15610b0b-0f4e-7c0c-f27f-d5a410c16c11/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,1494294554.0,,,,Parkour Race - Freerun Game,ios,0.0,https://madbox.io/privacy-policy,,France,,981448700.0,MADBOX,/ios/publisher/madbox/981448700,12.0,4.5,994.0,897.0,5.0,2020-01-28T19:57:26Z,,,https://madbox.io/contact,2020-02-19T00:00:00Z,https://apps.apple.com/US/app/id1494294554?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",1.2.2,https://madbox.io/privacy-policy
34,[],606310581.0,606310581.0,/ios/us/lightricks-ltd/app/facetune/606310581/,,,com.lightricks.Facetune,True,US,"[6008, 6012]",4+,0.0,2020-02-17T00:00:00Z,,,298534.0,Facetune,"{'downloads': 30000, 'downloads_rounded': 30, 'prefix': None, 'string': '30k', 'units': 'k'}","{'prefix': '$', 'revenue': 200000, 'revenue_rounded': 200, 'string': '$200k', 'units': 'k'}",https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/4a/e4/ef/4ae4efa3-50b1-a4f5-5fa5-36cc08620770/AppIcon-0-0-1x_U007emarketing-0-0-0-3-0-85-220.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/4a/e4/ef/4ae4efa3-50b1-a4f5-5fa5-36cc08620770/AppIcon-0-0-1x_U007emarketing-0-0-0-3-0-85-220.png/150x150bb.png,https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/4a/e4/ef/4ae4efa3-50b1-a4f5-5fa5-36cc08620770/AppIcon-0-0-1x_U007emarketing-0-0-0-3-0-85-220.png/150x150bb.png,606310581.0,,,,Facetune,ios,3.99,http://www.facetuneapp.com/files/facetune-privacy.pdf,,Israel,,606310584.0,Lightricks Ltd.,/ios/publisher/lightricks-ltd/606310584,12.0,5.0,127979.0,11126.0,5.0,2013-03-07T08:00:00Z,,True,http://www.facetuneapp.com,2019-11-09T00:00:00Z,https://apps.apple.com/US/app/id606310581?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",2.7.6,http://www.facetuneapp.com
35,['Infrequent/Mild Cartoon or Fantasy Violence'],529479190.0,529479190.0,/ios/us/supercell/app/clash-of-clans/529479190/,,,com.supercell.magic,True,US,"[6014, 7001, 6016, 7017]",9+,-2.0,2020-02-17T00:00:00Z,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewEula?cc=ae&id=529479190,,11849608.0,Clash of Clans,"{'downloads': 1000000, 'downloads_rounded': 1, 'prefix': None, 'string': '1m', 'units': 'm'}","{'prefix': '$', 'revenue': 30000000, 'revenue_rounded': 30, 'string': '$30m', 'units': 'm'}",https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/c2/bf/c6/c2bfc64d-0300-4b9d-09a1-dfd663a2661c/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/c2/bf/c6/c2bfc64d-0300-4b9d-09a1-dfd663a2661c/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/c2/bf/c6/c2bfc64d-0300-4b9d-09a1-dfd663a2661c/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/150x150bb.png,529479190.0,,,True,Clash of Clans,ios,0.0,https://supercell.com/privacy-policy/,,Finland,,488106216.0,Supercell,/ios/publisher/supercell/488106216,12.0,4.5,3270267.0,699.0,5.0,2012-08-02T08:24:58Z,,True,https://supercell.helpshift.com/a/clash-of-clans/,2020-02-19T00:00:00Z,https://apps.apple.com/US/app/id529479190?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE']",13.0.31,
36,[],422689480.0,422689480.0,/ios/us/google-llc/app/gmail-email-by-google/422689480/,,,com.google.Gmail,True,US,"[6007, 6005]",4+,1.0,2020-02-17T00:00:00Z,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewEula?cc=vn&id=422689480,https://is2-ssl.mzstatic.com/image/thumb/Features124/v4/d0/12/cb/d012cbc7-5f6b-c3a1-0a62-3713e446baab/source/4320x1080.png,977764.0,Gmail - Email,"{'downloads': 7000000, 'downloads_rounded': 7, 'prefix': None, 'string': '7m', 'units': 'm'}","{'prefix': '< $', 'revenue': 1000, 'revenue_rounded': 5, 'string': '< $5k', 'units': 'k'}",https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/d3/e1/50/d3e150b6-9808-305a-dd07-2b221f10965e/logo_gmail_color-0-0-1x_U007emarketing-0-0-0-6-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/d3/e1/50/d3e150b6-9808-305a-dd07-2b221f10965e/logo_gmail_color-0-0-1x_U007emarketing-0-0-0-6-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/d3/e1/50/d3e150b6-9808-305a-dd07-2b221f10965e/logo_gmail_color-0-0-1x_U007emarketing-0-0-0-6-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,422689480.0,,,,Gmail - Email by Google,ios,0.0,https://privacy.google.com.vn/,,US,,281956209.0,Google LLC,/ios/publisher/google-llc/281956209,13.0,4.0,305900.0,225.0,4.0,2011-11-02T17:13:30Z,,True,http://google.com/support/mobile/go/gmailiosapp,2020-02-18T00:00:00Z,https://apps.apple.com/US/app/id422689480?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",6.0.200126,https://mail.google.com
37,[],1164801111.0,1164801111.0,/ios/us/tantsissa/app/autosleep-track-sleep-on-watch/1164801111/,True,https://is3-ssl.mzstatic.com/image/thumb/Purple113/v4/05/42/8a/05428a8d-d8f7-c4d9-65c5-cd1c9a2e0e85/AppIcon-0-0-1x_U007emarketing-0-0-0-9-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,com.tantsissa.AutoSleep,,US,"[6013, 6020]",4+,1.0,2020-02-17T00:00:00Z,,,73792.0,AutoSleep Track Sleep,"{'downloads': 40000, 'downloads_rounded': 40, 'prefix': None, 'string': '40k', 'units': 'k'}","{'prefix': '$', 'revenue': 200000, 'revenue_rounded': 200, 'string': '$200k', 'units': 'k'}",https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/27/99/d8/2799d848-c85c-22aa-c4e5-d15b6bdde313/AppIcon-0-0-1x_U007emarketing-0-0-0-2-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/27/99/d8/2799d848-c85c-22aa-c4e5-d15b6bdde313/AppIcon-0-0-1x_U007emarketing-0-0-0-2-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/27/99/d8/2799d848-c85c-22aa-c4e5-d15b6bdde313/AppIcon-0-0-1x_U007emarketing-0-0-0-2-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,1164801111.0,,,,AutoSleep Track Sleep on Watch,ios,2.99,http://autosleep.tantsissa.com/privacy,,,,861650887.0,Tantsissa,/ios/publisher/tantsissa/861650887,13.0,4.5,25579.0,4241.0,4.5,2016-12-20T04:18:30Z,,True,http://autosleep.tantsissa.com/support,2019-11-21T00:00:00Z,https://apps.apple.com/US/app/id1164801111?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",6.3.1,http://autosleep.tantsissa.com/
38,[],1105855019.0,1105855019.0,/ios/us/playrix/app/gardenscapes/1105855019/,,,com.playrix.gardenscapes-m3-ios,True,US,"[6014, 6016, 7012, 7015]",4+,-1.0,2020-02-17T00:00:00Z,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewEula?cc=vn&id=1105855019,,2130904.0,Gardenscapes,"{'downloads': 3000000, 'downloads_rounded': 3, 'prefix': None, 'string': '3m', 'units': 'm'}","{'prefix': '$', 'revenue': 23000000, 'revenue_rounded': 23, 'string': '$23m', 'units': 'm'}",https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/5c/78/f9/5c78f9e3-0c96-5a7e-eafb-4740f9a609d7/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-85-220.png/150x150bb.png,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/5c/78/f9/5c78f9e3-0c96-5a7e-eafb-4740f9a609d7/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-85-220.png/150x150bb.png,https://is2-ssl.mzstatic.com/image/thumb/Purple123/v4/5c/78/f9/5c78f9e3-0c96-5a7e-eafb-4740f9a609d7/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-85-220.png/150x150bb.png,1105855019.0,True,https://is2-ssl.mzstatic.com/image/thumb/Purple113/v4/82/d9/e0/82d9e02c-95a0-aa34-1001-9b3a90daf86e/iMessageAppIcon-0-0-1x_U007emarketing-0-0-0-0-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-181-0-0.png/768x1024bb.png,True,Gardenscapes,ios,0.0,https://www.playrix.com/privacy/index.html,,Russia,,1162116447.0,Playrix,/ios/publisher/playrix/1162116447,13.0,4.5,376657.0,24268.0,4.5,2016-08-25T04:13:46Z,,True,https://playrix.helpshift.com/a/gardenscapes/?p=web,2020-01-27T00:00:00Z,https://apps.apple.com/US/app/id1105855019?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",4.1.0,https://www.playrix.com/gardenscapes/index.html
39,"['Infrequent/Mild Sexual Content and Nudity', 'Infrequent/Mild Profanity or Crude Humor', 'Infrequent/Mild Mature/Suggestive Themes', 'Infrequent/Mild Alcohol, Tobacco, or Drug Use or References']",284882215.0,284882215.0,/ios/us/facebook-inc/app/facebook/284882215/,,,com.facebook.Facebook,True,US,[6005],12+,2.0,2020-02-17T00:00:00Z,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewEula?cc=vn&id=284882215,,8594997.0,Facebook,"{'downloads': 9000000, 'downloads_rounded': 9, 'prefix': None, 'string': '9m', 'units': 'm'}","{'prefix': '$', 'revenue': 1000000, 'revenue_rounded': 1, 'string': '$1m', 'units': 'm'}",https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/47/72/0c/47720c48-9bff-c435-1397-e716e12d6187/Icon-Production-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/47/72/0c/47720c48-9bff-c435-1397-e716e12d6187/Icon-Production-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/47/72/0c/47720c48-9bff-c435-1397-e716e12d6187/Icon-Production-0-0-1x_U007emarketing-0-0-0-7-0-0-sRGB-0-0-0-GLES2_U002c0-512MB-85-220-0-0.png/150x150bb.png,284882215.0,,,True,Facebook,ios,0.0,http://www.facebook.com/about/privacy/,,US,,284882218.0,"Facebook, Inc.",/ios/publisher/facebook-inc/284882218,14.0,3.5,3362166.0,2376.0,3.5,2008-07-11T07:00:00Z,,True,http://www.facebook.com/help/?page=18834,2020-02-13T00:00:00Z,https://apps.apple.com/US/app/id284882215?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",257.0,http://www.facebook.com/mobile
40,[],549105915.0,549105915.0,/ios/us/true-axis/app/true-skate/549105915/,,,com.trueaxis.skate,True,US,"[6014, 6016, 7016, 7001]",4+,1.0,2020-02-17T00:00:00Z,,https://is1-ssl.mzstatic.com/image/thumb/Features127/v4/51/a3/f5/51a3f5fc-c519-b2be-ce03-a3ea9b4c6ad9/source/4320x1080.png,42383.0,True Skate,"{'downloads': 30000, 'downloads_rounded': 30, 'prefix': None, 'string': '30k', 'units': 'k'}","{'prefix': '$', 'revenue': 200000, 'revenue_rounded': 200, 'string': '$200k', 'units': 'k'}",https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/c3/d9/bd/c3d9bd8d-2118-7463-bd6c-e319ad7f8036/AppIcon-0-0-1x_U007emarketing-0-0-0-4-85-220.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/c3/d9/bd/c3d9bd8d-2118-7463-bd6c-e319ad7f8036/AppIcon-0-0-1x_U007emarketing-0-0-0-4-85-220.png/150x150bb.png,https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/c3/d9/bd/c3d9bd8d-2118-7463-bd6c-e319ad7f8036/AppIcon-0-0-1x_U007emarketing-0-0-0-4-85-220.png/150x150bb.png,549105915.0,,,True,True Skate,ios,1.99,http://trueaxis.com/tsspp.html,,Australia,,337866373.0,True Axis,/ios/publisher/true-axis/337866373,14.0,4.0,14525.0,111.0,3.5,2012-10-18T07:00:00Z,,True,http://trueaxis.com/supporttrueskateios.html,2020-01-23T00:00:00Z,https://apps.apple.com/US/app/id549105915?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",1.5.13,http://trueskate.com
41,[],1195621598.0,1195621598.0,/ios/us/playrix/app/homescapes/1195621598/,,,com.playrix.gardenscapes-sweethome,True,US,"[6014, 6016, 7012, 7015]",4+,0.0,2020-02-17T00:00:00Z,https://itunes.apple.com/WebObjects/MZStore.woa/wa/viewEula?cc=vn&id=1195621598,,2619387.0,Homescapes,"{'downloads': 6000000, 'downloads_rounded': 6, 'prefix': None, 'string': '6m', 'units': 'm'}","{'prefix': '$', 'revenue': 25000000, 'revenue_rounded': 25, 'string': '$25m', 'units': 'm'}",https://is2-ssl.mzstatic.com/image/thumb/Purple113/v4/8c/38/56/8c38562c-1621-b055-171a-0e1b3ea6ce26/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-85-220.png/150x150bb.png,https://is2-ssl.mzstatic.com/image/thumb/Purple113/v4/8c/38/56/8c38562c-1621-b055-171a-0e1b3ea6ce26/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-85-220.png/150x150bb.png,https://is2-ssl.mzstatic.com/image/thumb/Purple113/v4/8c/38/56/8c38562c-1621-b055-171a-0e1b3ea6ce26/AppIcon-0-0-1x_U007emarketing-0-0-0-10-0-85-220.png/150x150bb.png,1195621598.0,,,True,Homescapes,ios,0.0,https://www.playrix.com/privacy/index.html,,Russia,,1162116447.0,Playrix,/ios/publisher/playrix/1162116447,14.0,4.5,528876.0,21499.0,4.5,2017-09-19T10:45:36Z,,True,https://playrix.helpshift.com/a/homescapes/?p=web,2020-01-22T00:00:00Z,https://apps.apple.com/US/app/id1195621598?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",3.3.4,https://www.playrix.com/homescapes/index.html
42,"['Infrequent/Mild Simulated Gambling', 'Infrequent/Mild Realistic Violence', 'Infrequent/Mild Cartoon or Fantasy Violence', 'Infrequent/Mild Alcohol, Tobacco, or Drug Use or References', 'Infrequent/Mild Horror/Fear Themes', 'Infrequent/Mild Mature/Suggestive Themes', 'Infrequent/Mild Medical/Treatment Information', 'Infrequent/Mild Sexual Content and Nudity']",1492451796.0,1492451796.0,/ios/us/voodoo/app/woodturning-3d/1492451796/,,,com.BallGames.Woodturning,,US,"[6014, 7015, 7003]",12+,-4.0,2020-02-17T00:00:00Z,,,120128.0,Woodturning 3D,"{'downloads': 9000000, 'downloads_rounded': 9, 'prefix': None, 'string': '9m', 'units': 'm'}","{'prefix': '$', 'revenue': 30000, 'revenue_rounded': 30, 'string': '$30k', 'units': 'k'}",https://is3-ssl.mzstatic.com/image/thumb/Purple124/v4/4b/31/6d/4b316d28-b9b1-d711-af56-5823a1475dc0/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple124/v4/4b/31/6d/4b316d28-b9b1-d711-af56-5823a1475dc0/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/150x150bb.png,https://is3-ssl.mzstatic.com/image/thumb/Purple124/v4/4b/31/6d/4b316d28-b9b1-d711-af56-5823a1475dc0/AppIcon-0-0-1x_U007emarketing-0-0-0-7-0-85-220.png/150x150bb.png,1492451796.0,,,True,Woodturning 3D,ios,0.0,http://voodoo.io/privacy,,France,,714804730.0,Voodoo,/ios/publisher/voodoo/714804730,15.0,4.5,38232.0,5459.0,4.5,2019-12-20T19:36:24Z,,,http://voodoo.io,2020-02-13T00:00:00Z,https://apps.apple.com/US/app/id1492451796?l=en,"['US', 'AU', 'CA', 'CN', 'FR', 'DE', 'GB', 'IT', 'JP', 'KR', 'RU', 'DZ', 'AO', 'AR', 'AT', 'AZ', 'BB', 'BY', 'BE', 'BM', 'BR', 'BG', 'CL', 'CO', 'CR', 'HR', 'CZ', 'DK', 'DO', 'EC', 'EG', 'SV', 'FI', 'GH', 'GR', 'GT', 'HK', 'HU', 'IN', 'ID', 'IE', 'IL', 'KZ', 'KE', 'KW', 'LB', 'LT', 'LU', 'MO', 'MG', 'MY', 'MX', 'NL', 'NZ', 'NG', 'NO', 'OM', 'PK', 'PA', 'PE', 'PH', 'PL', 'PT', 'QA', 'RO', 'SA', 'SG', 'SK', 'SI', 'ZA', 'ES', 'LK', 'SE', 'CH', 'TW', 'TH', 'TN', 'TR', 'UA', 'AE', 'UY', 'UZ', 'VE', 'VN']",1.4,https://www.voodoo.io/
